Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
654506	RPSAP7	NC_000010.11	-	14723099	14724131	0.007099	11.031011	22.778111
399744	LINC00999	NC_000010.11	+	38428146	38452153	0.000408	0.633984	1.309124
84159	ARID5B	NC_000010.11	+	61901699	62096944	0.000100	0.155388	0.320864
100189279	TRS-TGA1-1	NC_000010.11	+	67764503	67764584	1.158537	1800.230225	3717.324219
100616192	MIR4679-2	NC_000010.11	-	89063335	89063411	0.000000	0.000000	0.000000
100616128	MIR4679-1	NC_000010.11	+	89063336	89063410	0.400000	2118.929688	4375.412598
64072	CDH23	NC_000010.11	+	71396920	71815947	0.000058	0.090125	0.186101
102723377	CDH23-AS1	NC_000010.11	-	71508153	71511920	0.000000	0.000000	0.000000
414152	C10orf105	NC_000010.11	-	71711701	71737850	0.000000	0.000000	0.000000
64115	VSIR	NC_000010.11	-	71747556	71773520	0.000000	0.000000	0.000000
102465689	MIR7152	NC_000010.11	+	71790747	71790800	0.000000	0.000000	0.000000
390028	OR4F2P	NC_000011.10	-	86649	87586	0.024668	38.331169	79.150650
107105353	SEPTIN14P11	NC_000011.10	-	118846	121428	0.003794	5.895429	12.173567
100505953	CICP23	NC_000011.10	+	123272	127050	0.007780	12.089204	24.963192
100133161	LINC01001	NC_000011.10	-	127134	139117	0.000559	0.868620	1.793628
92565	FANK1	NC_000010.11	+	125896564	126009592	0.000087	0.135188	0.279151
100526656	GNG10P1	NC_000010.11	-	125958895	125960430	0.000000	0.000000	0.000000
101410540	FANK1-AS1	NC_000010.11	-	125972188	125973273	0.000000	0.000000	0.000000
100188947	HECTD2-AS1	NC_000010.11	-	91306962	91611460	0.000064	0.099448	0.205353
143279	HECTD2	NC_000010.11	+	91409235	91514820	0.000000	0.000000	0.000000
414228	RPS27P1	NC_000010.11	+	91544858	91545088	0.000000	0.000000	0.000000
100189370	TRL-CAA5-1	NC_000011.10	+	9275243	9275316	0.662162	1028.921753	2124.637207
6786	STIM1	NC_000011.10	+	3854604	4093210	0.000000	0.000000	0.000000
100616453	MIR4687	NC_000011.10	+	3856062	3856141	0.000000	0.000000	0.000000
106480675	HNRNPA1P76	NC_000011.10	-	3972699	3974293	0.000000	0.000000	0.000000
728325	HMGN1P21	NC_000011.10	-	3988354	3989603	0.007771	12.075219	24.934315
100271587	RPS29P20	NC_000011.10	+	4018948	4019118	0.000000	0.000000	0.000000
7003	TEAD1	NC_000011.10	+	12674421	12944737	0.000024	0.037293	0.077007
124900312	LOC124900312	NC_000011.10	-	12904817	12904988	0.000000	0.000000	0.000000
1408	CRY2	NC_000011.10	+	45847118	45883244	0.000226	0.351177	0.725152
100188993	TRV-TAC1-1	NC_000011.10	-	59550629	59550701	1.342466	2086.034180	4307.485352
100189283	TRV-TAC2-1	NC_000011.10	-	59550987	59551059	1.342466	2086.034180	4307.485352
100189240	TRL-TAA3-1	NC_000011.10	+	59551755	59551837	1.180723	1834.704468	3788.510986
100189415	TRF-GAA1-3	NC_000011.10	-	59557497	59557569	0.134247	208.604050	430.749847
100049613	TRK-TTT3-4	NC_000011.10	-	59560335	59560407	0.138356	214.988937	443.934113
100009605	TRF-GAA2-1	NC_000011.10	-	59566380	59566452	0.095890	149.001770	307.676178
643680	MS4A4E	NC_000011.10	-	60201253	60243137	0.000000	0.000000	0.000000
102465250	MIR6503	NC_000011.10	-	60209071	60209156	0.093023	540.480652	1116.047241
100189072	TRP-AGG2-4	NC_000011.10	+	76235513	76235584	0.347840	540.502380	1116.092163
9789	SPCS2	NC_000011.10	+	74949266	74979033	0.001646	2.557690	5.281416
106479662	RNU6-216P	NC_000011.10	-	74968195	74968292	0.000000	0.000000	0.000000
100421859	ENPP7P7	NC_000011.10	-	67812542	67873371	0.000148	0.229975	0.474878
54766	BTG4	NC_000011.10	-	111467526	111514725	0.000000	0.000000	0.000000
728196	MIR34BHG	NC_000011.10	+	111510602	111513888	0.003542	5.503851	11.364991
407041	MIR34B	NC_000011.10	+	111512938	111513021	0.000000	0.000000	0.000000
407042	MIR34C	NC_000011.10	+	111513439	111513515	0.748153	2352.801514	4858.337891
100189294	TRK-TTT2-1	NC_000011.10	+	122559947	122560019	0.872146	1355.212158	2798.399658
7167	TPI1	NC_000012.12	+	6867420	6870948	0.010201	15.851153	32.731300
84727	SPSB2	NC_000012.12	-	6870935	6873303	0.000000	0.000000	0.000000
920	CD4	NC_000012.12	+	6789528	6820799	0.000783	1.216690	2.512362
406973	MIR196A2	NC_000012.12	+	53991738	53991847	0.444057	1142.050537	2358.238770
100189152	TRS-CGA4-1	NC_000012.12	+	56190364	56190445	1.430894	2223.440918	4591.218750
7024	TFCP2	NC_000012.12	-	51093656	51173135	0.000154	0.239298	0.494130
100271638	RPL35AP29	NC_000012.12	+	51106822	51107144	0.000000	0.000000	0.000000
494150	PHB1P19	NC_000012.12	-	51124435	51125468	0.000000	0.000000	0.000000
106481881	RNU6-199P	NC_000012.12	+	51162901	51163007	0.000000	0.000000	0.000000
23468	CBX5	NC_000012.12	-	54230942	54280122	0.000199	0.309223	0.638519
100616400	MIR3198-2	NC_000012.12	-	54231397	54231476	0.000000	0.000000	0.000000
106479366	RN7SL390P	NC_000012.12	-	54255627	54255910	0.000000	0.000000	0.000000
112935960	SCAT2	NC_000012.12	+	54262615	54279063	0.000000	0.000000	0.000000
442903	MIR331	NC_000012.12	+	95308420	95308513	0.702841	1691.624512	3493.062988
100189171	TRW-CCA4-1	NC_000012.12	+	98504252	98504323	1.305556	2028.680420	4189.054688
4048	LTA4H	NC_000012.12	-	96000753	96043520	0.000000	0.000000	0.000000
100189239	TRD-GTC2-8	NC_000012.12	+	96036021	96036092	0.266667	414.369141	855.637512
6334	SCN8A	NC_000012.12	+	51591233	51812864	0.000088	0.136742	0.282360
100421413	HNRNPA3P10	NC_000012.12	-	51712487	51713656	0.000000	0.000000	0.000000
10094	ARPC3	NC_000012.12	-	110434823	110450337	0.002707	4.206359	8.685780
100189232	TRA-TGC3-2	NC_000012.12	-	124921755	124921826	1.361111	2115.006348	4367.310547
100189343	TRD-GTC2-9	NC_000012.12	-	124927345	124927416	0.136111	211.500488	436.730743
100009606	TRF-GAA1-4	NC_000012.12	-	124927843	124927915	0.132877	206.475220	426.354004
8562	DENR	NC_000012.12	+	122752824	122771064	0.000603	0.936991	1.934808
100189347	TRD-GTC2-10	NC_000012.12	-	124939647	124939718	0.130556	202.868652	418.906769
100189036	TRN-GTT2-4	NC_000013.11	-	30673964	30674037	0.132432	205.783737	424.926147
55703	POLR3B	NC_000012.12	+	106358110	106510198	0.000000	0.000000	0.000000
100287944	LOC100287944	NC_000012.12	-	106496410	106774831	0.000035	0.054386	0.112302
5992	RFX4	NC_000012.12	+	106583004	106762803	0.000000	0.000000	0.000000
100505978	LOC100505978	NC_000012.12	-	106680758	106684700	0.000000	0.000000	0.000000
55188	RIC8B	NC_000012.12	+	106774682	106889316	0.000000	0.000000	0.000000
1997	ELF1	NC_000013.11	-	40931919	41061386	0.000000	0.000000	0.000000
100128628	RGS17P1	NC_000013.11	-	40992623	40993478	0.000000	0.000000	0.000000
100189333	TRE-TTC1-2	NC_000013.11	-	41060738	41060809	1.611111	2503.476807	5169.469727
283450	HECTD4	NC_000012.12	-	112160195	112382431	0.000022	0.034185	0.070590
102465519	MIR6861	NC_000012.12	-	112163258	112163321	0.000000	0.000000	0.000000
106479126	RN7SKP71	NC_000012.12	+	112267077	112267315	0.000000	0.000000	0.000000
100271538	RPL7AP60	NC_000012.12	-	112301812	112302685	0.000000	0.000000	0.000000
100421482	LOC100421482	NC_000012.12	+	112322389	112323096	0.000000	0.000000	0.000000
400141	RPSAP53	NC_000013.11	-	67266755	67267780	0.007147	11.105597	22.932125
100189251	TRF-GAA1-5	NC_000013.11	-	94549650	94549722	0.369863	574.723572	1186.755981
103752583	LINC01075	NC_000013.11	+	62212282	62249951	0.000260	0.404009	0.834246
400156	RPS26P47	NC_000013.11	-	100539832	100540272	0.074074	115.102272	237.676544
23078	VWA8	NC_000013.11	-	41566835	41961109	0.000025	0.038847	0.080216
100847026	MIR5006	NC_000013.11	-	41568286	41568395	0.000000	0.000000	0.000000
106481063	RN7SL515P	NC_000013.11	+	41807677	41807942	0.000000	0.000000	0.000000
106480752	RNU6-74P	NC_000013.11	+	41905118	41905223	0.000000	0.000000	0.000000
100419558	KARS1P1	NC_000013.11	+	41925572	41927524	0.000000	0.000000	0.000000
100270753	RPL21P112	NC_000013.11	-	94760514	94761053	0.000000	0.000000	0.000000
101927284	LOC101927284	NC_000013.11	+	94760941	94935410	0.000281	0.436641	0.901627
8847	DLEU2	NC_000013.11	-	49982549	50125541	0.000661	1.027116	2.120909
100500908	MIR3613	NC_000013.11	-	49996415	49996501	0.000000	0.000000	0.000000
10206	TRIM13	NC_000013.11	+	49997042	50018467	0.000000	0.000000	0.000000
283518	KCNRG	NC_000013.11	+	50015444	50020922	0.000000	0.000000	0.000000
406950	MIR16-1	NC_000013.11	-	50048973	50049061	0.106136	595.635681	1229.937744
406948	MIR15A	NC_000013.11	-	50049119	50049201	0.883578	4859.184082	10033.807617
10301	DLEU1	NC_000013.11	+	50082169	50528643	0.000000	0.000000	0.000000
100271286	RPL18P10	NC_000013.11	+	50099334	50099875	0.000000	0.000000	0.000000
145165	ST13P4	NC_000013.11	+	50172018	50173616	0.000000	0.000000	0.000000
100130718	RPL34P26	NC_000013.11	-	50361378	50361811	0.000000	0.000000	0.000000
103689915	DLEU1-AS1	NC_000013.11	-	50520933	50527449	0.000000	0.000000	0.000000
7217	TRP-AGG2-5	NC_000014.9	-	20609336	20609407	0.347840	540.502380	1116.092163
7207	TRL-AAG2-3	NC_000014.9	+	20610132	20610213	0.348781	541.964600	1119.111450
7218	TRP-AGG2-6	NC_000014.9	-	20613401	20613472	0.483951	752.002869	1552.822876
100189286	TRP-TGG1-1	NC_000014.9	+	20633006	20633077	1.361111	2115.006348	4367.310547
100189424	TRY-GTA5-3	NC_000014.9	-	20653099	20653192	4.085106	6347.773438	13107.620117
100009602	TRY-GTA5-4	NC_000014.9	-	20663192	20663285	1.042553	1620.004517	3345.173584
101926933	PRMT5-DT	NC_000014.9	+	22929609	22954692	0.000000	0.000000	0.000000
100189243	TRR-ACG1-3	NC_000014.9	+	22929701	22929773	0.526027	817.384033	1687.829468
54930	HAUS4	NC_000014.9	-	22946228	22957090	0.000000	0.000000	0.000000
100616424	MIR4707	NC_000014.9	-	22956950	22957029	0.000000	0.000000	0.000000
87	ACTN1	NC_000014.9	-	68874128	68979302	0.000000	0.000000	0.000000
100036574	HMGN1P3	NC_000014.9	-	68886982	68888183	0.008082	12.558475	25.932199
317687	BANF1P1	NC_000014.9	+	68936547	68937235	0.000000	0.000000	0.000000
100189359	TRC-GCA8-1	NC_000014.9	+	72962971	72963042	0.105556	164.021591	338.690857
8650	NUMB	NC_000014.9	-	73275216	73458546	0.000039	0.060601	0.125137
574435	MIR376B	NC_000014.9	+	101040436	101040535	0.979275	3022.728271	6241.680664
494331	MIR382	NC_000014.9	+	101054306	101054381	0.545924	1523.014404	3144.896973
574410	MIR323B	NC_000014.9	+	101056219	101056300	0.540243	1195.948608	2469.533691
494326	MIR377	NC_000014.9	+	101062050	101062118	0.463745	999.648193	2064.189697
100189275	TRI-AAT5-4	NC_000014.9	+	102317092	102317165	0.585736	910.164795	1879.413940
123036	TC2N	NC_000014.9	-	91779746	91867536	0.000279	0.433533	0.895210
105370646	LINC02299	NC_000014.9	+	96741191	96790613	0.000198	0.307669	0.635310
123606	NIPA1	NC_000015.10	+	22786225	22829789	0.000375	0.582706	1.203239
100189229	TRS-GCT4-2	NC_000015.10	-	40593825	40593906	0.283537	440.583099	909.767212
79968	WDR76	NC_000015.10	+	43827002	43868412	0.000789	1.226013	2.531614
90525	SHF	NC_000015.10	-	45167214	45201116	0.000000	0.000000	0.000000
100188986	TRH-GTG1-7	NC_000015.10	-	45198606	45198677	0.373611	580.547546	1198.781982
100188988	TRH-GTG1-8	NC_000015.10	-	45200413	45200484	0.712500	1107.141113	2286.153564
100189065	TRH-GTG1-9	NC_000015.10	+	45201151	45201222	1.236111	1920.771118	3966.230957
26258	BLOC1S6	NC_000015.10	+	45587123	45609716	0.000867	1.347216	2.781888
102723344	LINC02568	NC_000015.10	+	63390230	63437536	0.001881	2.922853	6.035445
100189317	TRQ-CTG1-4	NC_000015.10	-	65869062	65869133	0.125000	194.235291	401.079559
53944	CSNK1G1	NC_000015.10	-	64165525	64356173	0.000129	0.200451	0.413914
124900364	LOC124900364	NC_000015.10	+	64342566	64342698	0.000000	0.000000	0.000000
104472715	SNHG14	NC_000015.10	+	24823608	25419462	0.000016	0.024862	0.051338
6638	SNRPN	NC_000015.10	+	24823637	24978723	0.000000	0.000000	0.000000
124903612	LOC124903612	NC_000015.10	+	24893747	24893848	0.000000	0.000000	0.000000
647436	RPL5P1	NC_000015.10	-	24908864	24909900	0.000000	0.000000	0.000000
654390	RPS27P2	NC_000015.10	-	24910714	24911257	0.000000	0.000000	0.000000
8926	SNURF	NC_000015.10	+	24954987	24978723	0.000000	0.000000	0.000000
91380	SNORD107	NC_000015.10	+	24981994	24982068	0.000000	0.000000	0.000000
347746	PWARSN	NC_000015.10	+	24981994	24983790	0.000000	0.000000	0.000000
8123	PWAR5	NC_000015.10	+	24984860	24988232	0.000000	0.000000	0.000000
347686	SNORD64	NC_000015.10	+	24985100	24985166	0.000000	0.000000	0.000000
338427	SNORD108	NC_000015.10	+	24986925	24986993	0.000000	0.000000	0.000000
100506965	PWAR6	NC_000015.10	+	25031873	25036490	0.000000	0.000000	0.000000
338428	SNORD109A	NC_000015.10	+	25041974	25042040	0.000000	0.000000	0.000000
100033413	SNORD116-1	NC_000015.10	+	25051476	25051572	0.000000	0.000000	0.000000
692236	SNORD116@	NC_000015.10	+	25051476	25106603	0.000000	0.000000	0.000000
100033414	SNORD116-2	NC_000015.10	+	25054209	25054305	0.000000	0.000000	0.000000
100033415	SNORD116-3	NC_000015.10	+	25056859	25056955	0.000000	0.000000	0.000000
100033416	SNORD116-4	NC_000015.10	+	25059537	25059634	0.000000	0.000000	0.000000
100033417	SNORD116-5	NC_000015.10	+	25062332	25062428	0.000000	0.000000	0.000000
100033418	SNORD116-6	NC_000015.10	+	25065025	25065122	0.000000	0.000000	0.000000
100033419	SNORD116-7	NC_000015.10	+	25067787	25067883	0.000000	0.000000	0.000000
100033420	SNORD116-8	NC_000015.10	+	25070431	25070527	0.000000	0.000000	0.000000
100033421	SNORD116-9	NC_000015.10	+	25073106	25073202	0.000000	0.000000	0.000000
100033422	SNORD116-10	NC_000015.10	+	25074113	25074216	0.000000	0.000000	0.000000
100033423	SNORD116-11	NC_000015.10	+	25075928	25076021	0.000000	0.000000	0.000000
100033424	SNORD116-12	NC_000015.10	+	25077050	25077143	0.000000	0.000000	0.000000
100033425	SNORD116-13	NC_000015.10	+	25079057	25079150	0.000000	0.000000	0.000000
100033426	SNORD116-14	NC_000015.10	+	25080141	25080234	0.000000	0.000000	0.000000
100033427	SNORD116-15	NC_000015.10	+	25081286	25081379	0.000000	0.000000	0.000000
100033428	SNORD116-16	NC_000015.10	+	25082767	25082860	0.000000	0.000000	0.000000
100033429	SNORD116-17	NC_000015.10	+	25083587	25083680	0.000000	0.000000	0.000000
100033430	SNORD116-18	NC_000015.10	+	25085384	25085477	0.000000	0.000000	0.000000
727708	SNORD116-19	NC_000015.10	+	25086526	25086619	0.000000	0.000000	0.000000
100033431	SNORD116-20	NC_000015.10	+	25087661	25087754	0.000000	0.000000	0.000000
100033432	SNORD116-21	NC_000015.10	+	25088803	25088896	0.000000	0.000000	0.000000
100033433	SNORD116-22	NC_000015.10	+	25089922	25090015	0.000000	0.000000	0.000000
100033434	SNORD116-23	NC_000015.10	+	25091785	25091878	0.000000	0.000000	0.000000
100033435	SNORD116-24	NC_000015.10	+	25094036	25094129	0.000000	0.000000	0.000000
100033436	SNORD116-25	NC_000015.10	+	25097662	25097755	0.000000	0.000000	0.000000
100033438	SNORD116-26	NC_000015.10	+	25099498	25099595	0.000000	0.000000	0.000000
100033439	SNORD116-27	NC_000015.10	+	25101574	25101667	0.000000	0.000000	0.000000
100033820	SNORD116-28	NC_000015.10	+	25104641	25104733	0.000000	0.000000	0.000000
100033821	SNORD116-29	NC_000015.10	+	25106520	25106604	0.000000	0.000000	0.000000
100873856	SNORD116-30	NC_000015.10	+	25108268	25108352	0.000000	0.000000	0.000000
3653	IPW	NC_000015.10	+	25116545	25122476	0.000000	0.000000	0.000000
145624	PWAR1	NC_000015.10	+	25135642	25138053	0.000000	0.000000	0.000000
124903592	LOC124903592	NC_000015.10	+	25159221	25159279	0.000000	0.000000	0.000000
100289059	DMAC1P1	NC_000015.10	-	25167183	25169794	0.000000	0.000000	0.000000
338433	SNORD115-1	NC_000015.10	+	25170723	25170804	0.000000	0.000000	0.000000
692218	SNORD115@	NC_000015.10	+	25170723	25269858	0.000000	0.000000	0.000000
100033437	SNORD115-2	NC_000015.10	+	25172635	25172716	0.000000	0.000000	0.000000
100033440	SNORD115-3	NC_000015.10	+	25174927	25175008	0.000000	0.000000	0.000000
100033441	SNORD115-4	NC_000015.10	+	25176832	25176913	0.000000	0.000000	0.000000
100033442	SNORD115-5	NC_000015.10	+	25178738	25178819	0.000000	0.000000	0.000000
100033443	SNORD115-6	NC_000015.10	+	25180497	25180578	0.000000	0.000000	0.000000
100033444	SNORD115-7	NC_000015.10	+	25182385	25182466	0.000000	0.000000	0.000000
100033445	SNORD115-8	NC_000015.10	+	25184306	25184387	0.000000	0.000000	0.000000
100033446	SNORD115-9	NC_000015.10	+	25185631	25185712	0.000000	0.000000	0.000000
100033447	SNORD115-10	NC_000015.10	+	25187536	25187616	0.000000	0.000000	0.000000
100033448	SNORD115-11	NC_000015.10	+	25189414	25189495	0.000000	0.000000	0.000000
100033449	SNORD115-12	NC_000015.10	+	25191416	25191497	0.000000	0.000000	0.000000
100033450	SNORD115-13	NC_000015.10	+	25193321	25193402	0.000000	0.000000	0.000000
100033451	SNORD115-14	NC_000015.10	+	25194921	25195001	0.000000	0.000000	0.000000
100033453	SNORD115-15	NC_000015.10	+	25197576	25197656	0.000000	0.000000	0.000000
100033454	SNORD115-16	NC_000015.10	+	25199448	25199529	0.000000	0.000000	0.000000
100033455	SNORD115-17	NC_000015.10	+	25201323	25201404	0.000000	0.000000	0.000000
100033456	SNORD115-18	NC_000015.10	+	25203227	25203308	0.000000	0.000000	0.000000
100033458	SNORD115-19	NC_000015.10	+	25204357	25204438	0.000000	0.000000	0.000000
100033460	SNORD115-20	NC_000015.10	+	25206262	25206343	0.000000	0.000000	0.000000
100033603	SNORD115-21	NC_000015.10	+	25208083	25208163	0.000000	0.000000	0.000000
100033799	SNORD115-22	NC_000015.10	+	25209918	25209999	0.000000	0.000000	0.000000
347745	PWAR4	NC_000015.10	+	25211692	25212033	0.000000	0.000000	0.000000
100033800	SNORD115-23	NC_000015.10	+	25211796	25211877	0.000000	0.000000	0.000000
100036563	SNORD115-24	NC_000015.10	+	25213659	25213729	0.000000	0.000000	0.000000
100033801	SNORD115-25	NC_000015.10	+	25215541	25215622	0.000000	0.000000	0.000000
100033802	SNORD115-26	NC_000015.10	+	25218617	25218698	0.000000	0.000000	0.000000
100036564	SNORD115-27	NC_000015.10	+	25220503	25220578	0.000000	0.000000	0.000000
100036565	SNORD115-28	NC_000015.10	+	25222354	25222427	0.000000	0.000000	0.000000
100033803	SNORD115-29	NC_000015.10	+	25223246	25223327	0.000000	0.000000	0.000000
100033804	SNORD115-30	NC_000015.10	+	25225203	25225284	0.000000	0.000000	0.000000
100033805	SNORD115-31	NC_000015.10	+	25227109	25227190	0.000000	0.000000	0.000000
100033806	SNORD115-32	NC_000015.10	+	25228967	25229048	0.000000	0.000000	0.000000
100033807	SNORD115-33	NC_000015.10	+	25230838	25230919	0.000000	0.000000	0.000000
100033808	SNORD115-34	NC_000015.10	+	25232387	25232468	0.000000	0.000000	0.000000
100033809	SNORD115-35	NC_000015.10	+	25234247	25234328	0.000000	0.000000	0.000000
100033810	SNORD115-36	NC_000015.10	+	25236085	25236166	0.000000	0.000000	0.000000
100033811	SNORD115-37	NC_000015.10	+	25237986	25238067	0.000000	0.000000	0.000000
100033812	SNORD115-38	NC_000015.10	+	25239838	25239919	0.000000	0.000000	0.000000
100033813	SNORD115-39	NC_000015.10	+	25241746	25241827	0.000000	0.000000	0.000000
100033814	SNORD115-40	NC_000015.10	+	25243614	25243695	0.000000	0.000000	0.000000
100033815	SNORD115-41	NC_000015.10	+	25245478	25245559	0.000000	0.000000	0.000000
100033816	SNORD115-42	NC_000015.10	+	25247345	25247426	0.000000	0.000000	0.000000
100033817	SNORD115-43	NC_000015.10	+	25249198	25249279	0.000000	0.000000	0.000000
100033818	SNORD115-44	NC_000015.10	+	25250859	25250940	0.000000	0.000000	0.000000
100036566	SNORD115-45	NC_000015.10	+	25264527	25264579	0.000000	0.000000	0.000000
100873857	SNORD115-46	NC_000015.10	+	25266591	25266661	0.000000	0.000000	0.000000
100036567	SNORD115-47	NC_000015.10	+	25268517	25268549	0.000000	0.000000	0.000000
100033822	SNORD115-48	NC_000015.10	+	25269783	25269858	0.000000	0.000000	0.000000
338429	SNORD109B	NC_000015.10	+	25278343	25278409	0.000000	0.000000	0.000000
7337	UBE3A	NC_000015.10	-	25333728	25439056	0.000000	0.000000	0.000000
3492	IGH	NC_000014.9	-	105586437	106879844	0.000007	0.010877	0.022460
3494	IGHA2	NC_000014.9	-	105586937	105588394	0.000000	0.000000	0.000000
3497	IGHE	NC_000014.9	-	105600066	105601727	0.000000	0.000000	0.000000
102465871	MIR8071-1	NC_000014.9	+	105621116	105621180	0.000000	0.000000	0.000000
3503	IGHG4	NC_000014.9	-	105624476	105626065	0.000000	0.000000	0.000000
102466889	MIR8071-2	NC_000014.9	+	105640168	105640232	0.000000	0.000000	0.000000
3501	IGHG2	NC_000014.9	-	105643203	105644789	0.000000	0.000000	0.000000
3505	IGHGP	NC_000014.9	-	105668249	105670040	0.000000	0.000000	0.000000
2003	ELK2AP	NC_000014.9	-	105669577	105672807	0.000000	0.000000	0.000000
3493	IGHA1	NC_000014.9	-	105707168	105708664	0.000000	0.000000	0.000000
3498	IGHEP1	NC_000014.9	-	105721794	105722527	0.000000	0.000000	0.000000
3500	IGHG1	NC_000014.9	-	105741473	105743070	0.000000	0.000000	0.000000
3502	IGHG3	NC_000014.9	-	105765914	105771405	0.000000	0.000000	0.000000
319116	ATP6V1G1P1	NC_000014.9	-	105784496	105785972	0.000000	0.000000	0.000000
3495	IGHD	NC_000014.9	-	105838401	105845677	0.000000	0.000000	0.000000
3507	IGHM	NC_000014.9	-	105851966	105856217	0.000000	0.000000	0.000000
100616374	MIR4539	NC_000014.9	-	105857513	105857572	0.000000	0.000000	0.000000
100616135	MIR4507	NC_000014.9	-	105858124	105858175	0.000000	0.000000	0.000000
100616276	MIR4538	NC_000014.9	-	105858165	105858242	0.000000	0.000000	0.000000
100616422	MIR4537	NC_000014.9	-	105859484	105859553	0.000000	0.000000	0.000000
28475	IGHJ6	NC_000014.9	-	105863196	105863260	0.000000	0.000000	0.000000
28478	IGHJ3P	NC_000014.9	-	105863415	105863465	0.000000	0.000000	0.000000
28476	IGHJ5	NC_000014.9	-	105863812	105863864	0.000000	0.000000	0.000000
28477	IGHJ4	NC_000014.9	-	105864213	105864262	0.000000	0.000000	0.000000
28479	IGHJ3	NC_000014.9	-	105864585	105864636	0.000000	0.000000	0.000000
28480	IGHJ2P	NC_000014.9	-	105864793	105864852	0.000000	0.000000	0.000000
28481	IGHJ2	NC_000014.9	-	105865197	105865251	0.000000	0.000000	0.000000
28483	IGHJ1	NC_000014.9	-	105865405	105865458	0.000000	0.000000	0.000000
28484	IGHD7-27	NC_000014.9	-	105865551	105865561	0.000000	0.000000	0.000000
28482	IGHJ1P	NC_000014.9	-	105865624	105865677	0.000000	0.000000	0.000000
28506	IGHD1-26	NC_000014.9	-	105881034	105881053	0.000000	0.000000	0.000000
28485	IGHD6-25	NC_000014.9	-	105881539	105881556	0.000000	0.000000	0.000000
28489	IGHD5-24	NC_000014.9	-	105883903	105883922	0.000000	0.000000	0.000000
28493	IGHD4-23	NC_000014.9	-	105884870	105884888	0.000000	0.000000	0.000000
28497	IGHD3-22	NC_000014.9	-	105886031	105886061	0.000000	0.000000	0.000000
28502	IGHD2-21	NC_000014.9	-	105888551	105888578	0.000000	0.000000	0.000000
28507	IGHD1-20	NC_000014.9	-	105891191	105891207	0.000000	0.000000	0.000000
28486	IGHD6-19	NC_000014.9	-	105891699	105891719	0.000000	0.000000	0.000000
28490	IGHD5-18	NC_000014.9	-	105893542	105893561	0.000000	0.000000	0.000000
28494	IGHD4-17	NC_000014.9	-	105894508	105894523	0.000000	0.000000	0.000000
28498	IGHD3-16	NC_000014.9	-	105895634	105895670	0.000000	0.000000	0.000000
28503	IGHD2-15	NC_000014.9	-	105897957	105897987	0.000000	0.000000	0.000000
28508	IGHD1-14	NC_000014.9	-	105900638	105900654	0.000000	0.000000	0.000000
28487	IGHD6-13	NC_000014.9	-	105901142	105901162	0.000000	0.000000	0.000000
28491	IGHD5-12	NC_000014.9	-	105902649	105902671	0.000000	0.000000	0.000000
28495	IGHD4-11	NC_000014.9	-	105903616	105903631	0.000000	0.000000	0.000000
28499	IGHD3-10	NC_000014.9	-	105904497	105904527	0.000000	0.000000	0.000000
28500	IGHD3-9	NC_000014.9	-	105904681	105904711	0.000000	0.000000	0.000000
28504	IGHD2-8	NC_000014.9	-	105907211	105907241	0.000000	0.000000	0.000000
28509	IGHD1-7	NC_000014.9	-	105909907	105909923	0.000000	0.000000	0.000000
28488	IGHD6-6	NC_000014.9	-	105910410	105910427	0.000000	0.000000	0.000000
28492	IGHD5-5	NC_000014.9	-	105912257	105912276	0.000000	0.000000	0.000000
28496	IGHD4-4	NC_000014.9	-	105913222	105913237	0.000000	0.000000	0.000000
28501	IGHD3-3	NC_000014.9	-	105914359	105914389	0.000000	0.000000	0.000000
28505	IGHD2-2	NC_000014.9	-	105916826	105916856	0.000000	0.000000	0.000000
9834	FAM30A	NC_000014.9	+	105917979	105932642	0.000000	0.000000	0.000000
28510	IGHD1-1	NC_000014.9	-	105919502	105919518	0.000000	0.000000	0.000000
28385	IGHV6-1	NC_000014.9	-	105939754	105940201	0.000000	0.000000	0.000000
28377	IGHVII-1-1	NC_000014.9	-	105944938	105945391	0.000000	0.000000	0.000000
8755	ADAM6	NC_000014.9	-	105969729	105972269	0.000000	0.000000	0.000000
192133	RPS8P1	NC_000014.9	-	105978468	105979169	0.000000	0.000000	0.000000
28474	IGHV1-2	NC_000014.9	-	105986582	105987019	0.000000	0.000000	0.000000
28355	IGHVIII-2-1	NC_000014.9	-	106001534	106001835	0.000000	0.000000	0.000000
28473	IGHV1-3	NC_000014.9	-	106005095	106005532	0.000000	0.000000	0.000000
28401	IGHV4-4	NC_000014.9	-	106011922	106012356	0.000000	0.000000	0.000000
57289	IGHV7-4-1	NC_000014.9	-	106025145	106025581	0.000000	0.000000	0.000000
28457	IGHV2-5	NC_000014.9	-	106037902	106038345	0.000000	0.000000	0.000000
28354	IGHVIII-5-1	NC_000014.9	-	106039666	106039764	0.000000	0.000000	0.000000
28353	IGHVIII-5-2	NC_000014.9	-	106045600	106045860	0.000000	0.000000	0.000000
28453	IGHV3-6	NC_000014.9	-	106055544	106055998	0.000000	0.000000	0.000000
28452	IGHV3-7	NC_000014.9	-	106062149	106062604	0.000000	0.000000	0.000000
102723170	IGHV3-64D	NC_000014.9	-	106088122	106088573	0.000000	0.000000	0.000000
28386	IGHV5-10-1	NC_000014.9	-	106107972	106108513	0.000000	0.000000	0.000000
